rouge-1,rouge-L,highlight-p,highlight-r,highlight-f1,doc_id,mode
0.352,0.1824,0.09582309582309582,0.17567567567567569,0.12400635930047696,doc_82805800,A_ONLY_BART_predictions1
0.424,0.168,0.07302533532041729,0.22072072072072071,0.1097424412094065,doc_82805800,A_TAG_BART_LARGE_predictions
0.3776,0.16,0.07407407407407407,0.17117117117117117,0.10340136054421768,doc_82805800,A_TAG_BART_predictions1
0.144,0.0816,0.07042253521126761,0.02252252252252252,0.0341296928327645,doc_82805800,A_TAG_LED_predictions
0.4256,0.176,0.06204906204906205,0.19369369369369369,0.09398907103825137,doc_82805800,B_TEXT_BART_LARGE_predictions
0.4208,0.1712,0.06514657980456026,0.18018018018018017,0.09569377990430622,doc_82805800,B_TEXT_BART_predictions1
0.2994011976047904,0.118562874251497,0.1357142857142857,0.06934306569343066,0.09178743961352658,doc_7f962bd3,A_ONLY_BART_predictions1
0.4419161676646707,0.17365269461077845,0.04466501240694789,0.13138686131386862,0.06666666666666667,doc_7f962bd3,A_TAG_BART_LARGE_predictions
0.41437125748502995,0.19760479041916168,0.0723905723905724,0.15693430656934307,0.09907834101382489,doc_7f962bd3,A_TAG_BART_predictions1
0.38562874251497004,0.16167664670658682,0.05357142857142857,0.10948905109489052,0.07194244604316546,doc_7f962bd3,B_TEXT_BART_LARGE_predictions
0.36047904191616764,0.14610778443113773,0.053742802303262956,0.10218978102189781,0.07044025157232704,doc_7f962bd3,B_TEXT_BART_predictions1
0.2035273368606702,0.05925925925925926,0.095703125,0.05953827460510328,0.07340823970037454,doc_a5d53741,A_ONLY_BART_predictions1
0.28536155202821867,0.11957671957671957,0.24903474903474904,0.15674362089914945,0.19239373601789708,doc_a5d53741,A_TAG_BART_LARGE_predictions
0.23386243386243386,0.09841269841269841,0.15245901639344261,0.11300121506682867,0.12979762735519887,doc_a5d53741,A_TAG_BART_predictions1
0.006349206349206349,0.004232804232804233,0.05,0.002430133657351154,0.004634994206257241,doc_a5d53741,A_TAG_LED_predictions
0.23386243386243386,0.08112874779541446,0.11046511627906977,0.09234507897934387,0.10059563203176704,doc_a5d53741,B_TEXT_BART_LARGE_predictions
0.23703703703703705,0.0835978835978836,0.14666666666666667,0.10692588092345079,0.12368236120871397,doc_a5d53741,B_TEXT_BART_predictions1
0.031040564373897708,0.014109347442680775,0.2826086956521739,0.015795868772782502,0.02991944764096663,doc_a5d53741,B_TEXT_LED_predictions
0.42718446601941745,0.1678224687933426,0.19101123595505617,0.1059190031152648,0.13627254509018036,doc_4f60f16e,A_ONLY_BART_predictions1
0.332871012482663,0.11373092926490985,0.08394160583941605,0.07165109034267912,0.07731092436974789,doc_4f60f16e,A_TAG_BART_LARGE_predictions
0.3814147018030513,0.13453536754507628,0.08181818181818182,0.056074766355140186,0.066543438077634,doc_4f60f16e,A_TAG_BART_predictions1
0.47156726768377255,0.17337031900138697,0.08980582524271845,0.11526479750778816,0.10095497953615279,doc_4f60f16e,B_TEXT_BART_LARGE_predictions
0.4576976421636616,0.1650485436893204,0.07692307692307693,0.09345794392523364,0.08438818565400844,doc_4f60f16e,B_TEXT_BART_predictions1
0.15256588072122051,0.13453536754507628,0.3333333333333333,0.018691588785046728,0.03539823008849557,doc_4f60f16e,B_TEXT_LED_predictions
0.6043689320388349,0.2961165048543689,0.0449438202247191,0.23880597014925373,0.07565011820330968,doc_2ffe3007,A_TAG_BART_LARGE_predictions
0.5922330097087378,0.32524271844660196,0.059033989266547404,0.2462686567164179,0.09523809523809523,doc_2ffe3007,A_TAG_BART_predictions1
0.03398058252427184,0.024271844660194174,0.2222222222222222,0.014925373134328358,0.027972027972027972,doc_2ffe3007,A_TAG_LED_predictions
0.5800970873786407,0.27427184466019416,0.04655172413793104,0.20149253731343283,0.07563025210084034,doc_2ffe3007,B_TEXT_BART_LARGE_predictions
0.5461165048543689,0.28398058252427183,0.05465587044534413,0.20149253731343283,0.08598726114649682,doc_2ffe3007,B_TEXT_BART_predictions1
0.3155339805825243,0.19902912621359223,0.09,0.06716417910447761,0.07692307692307693,doc_2ffe3007,B_TEXT_LED_predictions
0.3425414364640884,0.14917127071823205,0.0625,0.12631578947368421,0.08362369337979095,doc_d96b139b,A_ONLY_BART_predictions1
0.0,0.0,0.0,0.0,0.0,doc_d96b139b,A_ONLY_LED_predictions
0.7513812154696132,0.40331491712707185,0.04602991944764097,0.42105263157894735,0.08298755186721993,doc_d96b139b,A_TAG_BART_LARGE_predictions
0.6850828729281768,0.35911602209944754,0.04495912806539509,0.3473684210526316,0.07961399276236429,doc_d96b139b,A_TAG_BART_predictions1
0.6519337016574586,0.36464088397790057,0.05714285714285714,0.3368421052631579,0.09770992366412214,doc_d96b139b,B_TEXT_BART_LARGE_predictions
0.5580110497237569,0.36464088397790057,0.06358381502890173,0.3473684210526316,0.10749185667752442,doc_d96b139b,B_TEXT_BART_predictions1
0.292817679558011,0.143646408839779,0.047244094488188976,0.06315789473684211,0.05405405405405406,doc_d96b139b,B_TEXT_LED_predictions
0.30662020905923343,0.10220673635307782,0.15306122448979592,0.09900990099009901,0.12024048096192384,doc_d0fe9934,A_ONLY_BART_predictions1
0.0,0.0,0.09090909090909091,0.0033003300330033004,0.006369426751592357,doc_d0fe9934,A_ONLY_LED_predictions
0.3507549361207898,0.1521486643437863,0.081419624217119,0.12871287128712872,0.09974424552429667,doc_d0fe9934,A_TAG_BART_LARGE_predictions
0.3321718931475029,0.15098722415795587,0.05241090146750524,0.08250825082508251,0.0641025641025641,doc_d0fe9934,A_TAG_BART_predictions1
0.13008130081300814,0.09639953542392567,0.3,0.0297029702970297,0.05405405405405406,doc_d0fe9934,A_TAG_LED_predictions
0.20905923344947736,0.08362369337979095,0.058091286307053944,0.0462046204620462,0.05147058823529412,doc_d0fe9934,B_TEXT_BART_LARGE_predictions
0.23344947735191637,0.0975609756097561,0.06324110671936758,0.052805280528052806,0.05755395683453238,doc_d0fe9934,B_TEXT_BART_predictions1
0.2440318302387268,0.08930150309460655,0.1267605633802817,0.08801955990220049,0.10389610389610389,doc_31372ae6,A_TAG_BART_LARGE_predictions
0.2396109637488948,0.10079575596816977,0.15979381443298968,0.07579462102689487,0.10281923714759535,doc_31372ae6,A_TAG_BART_predictions1
0.3076923076923077,0.1273209549071618,0.14121037463976946,0.1198044009779951,0.12962962962962965,doc_31372ae6,B_TEXT_BART_LARGE_predictions
0.3094606542882405,0.1237842617152962,0.13559322033898305,0.11735941320293398,0.1258191349934469,doc_31372ae6,B_TEXT_BART_predictions1
0.10079575596816977,0.07780725022104333,0.25,0.012224938875305624,0.023310023310023312,doc_31372ae6,B_TEXT_LED_predictions
0.019347037484885126,0.014510278113663845,0.36363636363636365,0.023880597014925373,0.04481792717086835,doc_82703374,A_ONLY_LED_predictions
0.4957678355501814,0.2007255139056832,0.08426073131955485,0.1582089552238806,0.10995850622406639,doc_82703374,A_TAG_BART_LARGE_predictions
0.5139056831922612,0.21160822249093109,0.11652542372881355,0.16417910447761194,0.1363073110285006,doc_82703374,A_TAG_BART_predictions1
0.1596130592503023,0.14510278113663846,0.3125,0.014925373134328358,0.028490028490028487,doc_82703374,A_TAG_LED_predictions
0.32769044740024184,0.11970979443772672,0.13793103448275862,0.0955223880597015,0.11287477954144622,doc_82703374,B_TEXT_BART_LARGE_predictions
0.33252720677146314,0.1185006045949214,0.12244897959183673,0.08955223880597014,0.10344827586206895,doc_82703374,B_TEXT_BART_predictions1
0.19696969696969696,0.08333333333333333,0.13142857142857142,0.07931034482758621,0.0989247311827957,doc_7f61e8bb,A_ONLY_BART_predictions1
0.26262626262626265,0.10858585858585859,0.06504065040650407,0.08275862068965517,0.07283763277693475,doc_7f61e8bb,A_TAG_BART_LARGE_predictions
0.2335858585858586,0.09722222222222222,0.05511811023622047,0.07241379310344828,0.06259314456035768,doc_7f61e8bb,A_TAG_BART_predictions1
0.01893939393939394,0.013888888888888888,0.4666666666666667,0.02413793103448276,0.04590163934426229,doc_7f61e8bb,A_TAG_LED_predictions
0.26262626262626265,0.1111111111111111,0.05275779376498801,0.07586206896551724,0.06223479490806224,doc_7f61e8bb,B_TEXT_BART_LARGE_predictions
0.26262626262626265,0.11742424242424243,0.05324074074074074,0.07931034482758621,0.06371191135734072,doc_7f61e8bb,B_TEXT_BART_predictions1
