rouge-1,rouge-L,highlight-p,highlight-r,highlight-f1,doc_id,mode
0.5088,0.2768,0.05791190864600326,0.31981981981981983,0.09806629834254144,doc_82805800,A_ONLY_BART_predictions1
0.1248,0.0656,0.2911392405063291,0.1036036036036036,0.15282392026578073,doc_82805800,A_ONLY_LED_predictions
0.632,0.4224,0.042974079126875855,0.28378378378378377,0.07464454976303318,doc_82805800,A_TAG_BART_LARGE_predictions
0.6,0.3408,0.035789473684210524,0.3063063063063063,0.06409048067860508,doc_82805800,A_TAG_BART_predictions1
0.2912,0.144,0.057291666666666664,0.04954954954954955,0.05314009661835749,doc_82805800,A_TAG_LED_predictions
0.6496,0.3424,0.03358656537385046,0.3783783783783784,0.06169665809768638,doc_82805800,B_TEXT_BART_LARGE_predictions
0.6368,0.336,0.041075794621026895,0.3783783783783784,0.0741067490074989,doc_82805800,B_TEXT_BART_predictions1
0.3776,0.1584,0.11538461538461539,0.17567567567567569,0.1392857142857143,doc_82805800,B_TEXT_LED_predictions
0.681437125748503,0.24790419161676647,0.058184143222506396,0.33211678832116787,0.09902067464635474,doc_7f962bd3,A_ONLY_BART_predictions1
0.22275449101796407,0.07544910179640718,0.16981132075471697,0.06569343065693431,0.09473684210526316,doc_7f962bd3,A_ONLY_LED_predictions
0.667065868263473,0.3461077844311377,0.041031652989449004,0.25547445255474455,0.0707070707070707,doc_7f962bd3,A_TAG_BART_LARGE_predictions
0.6335329341317365,0.34251497005988024,0.04449515116942385,0.2846715328467153,0.0769610261470153,doc_7f962bd3,A_TAG_BART_predictions1
0.2970059880239521,0.1473053892215569,0.13445378151260504,0.058394160583941604,0.08142493638676844,doc_7f962bd3,A_TAG_LED_predictions
0.6982035928143713,0.32934131736526945,0.038411739318083726,0.3248175182481752,0.06869934388267078,doc_7f962bd3,B_TEXT_BART_LARGE_predictions
0.6946107784431138,0.3449101796407186,0.04633401221995927,0.33211678832116787,0.08132260947274352,doc_7f962bd3,B_TEXT_BART_predictions1
0.3281437125748503,0.118562874251497,0.1282051282051282,0.10948905109489052,0.11811023622047244,doc_7f962bd3,B_TEXT_LED_predictions
0.4634920634920635,0.2275132275132275,0.0801270737733851,0.275820170109356,0.12417943107221005,doc_a5d53741,A_ONLY_BART_predictions1
0.019400352733686066,0.016578483245149912,0.2631578947368421,0.012150668286755772,0.023228803716608595,doc_a5d53741,A_ONLY_LED_predictions
0.48677248677248675,0.25573192239858905,0.1344046749452155,0.2235722964763062,0.16788321167883213,doc_a5d53741,A_TAG_BART_LARGE_predictions
0.38941798941798944,0.19329805996472663,0.09694415173867228,0.2235722964763062,0.13524439544285188,doc_a5d53741,A_TAG_BART_predictions1
0.1474426807760141,0.08324514991181658,0.12025316455696203,0.023086269744835967,0.038735983690112136,doc_a5d53741,A_TAG_LED_predictions
0.4507936507936508,0.17566137566137566,0.07582938388625593,0.2332928311057108,0.11445603576751118,doc_a5d53741,B_TEXT_BART_LARGE_predictions
0.381657848324515,0.17707231040564375,0.10722222222222222,0.2345078979343864,0.14715974075486085,doc_a5d53741,B_TEXT_BART_predictions1
0.23915343915343915,0.14426807760141094,0.23552123552123552,0.07411907654921021,0.11275415896487986,doc_a5d53741,B_TEXT_LED_predictions
0.6005547850208044,0.2871012482662968,0.09540229885057472,0.2585669781931464,0.13937867338371115,doc_4f60f16e,A_ONLY_BART_predictions1
0.0013869625520110957,0.0013869625520110957,0.0,0.0,0.0,doc_4f60f16e,A_ONLY_LED_predictions
0.6019417475728155,0.31484049930651875,0.05723204994797086,0.17133956386292834,0.0858034321372855,doc_4f60f16e,A_TAG_BART_LARGE_predictions
0.6380027739251041,0.33980582524271846,0.07293666026871401,0.2367601246105919,0.11151870873074102,doc_4f60f16e,A_TAG_BART_predictions1
0.20527045769764216,0.17337031900138697,0.43478260869565216,0.03115264797507788,0.05813953488372093,doc_4f60f16e,A_TAG_LED_predictions
0.6934812760055479,0.3065187239944521,0.07861369399830938,0.2897196261682243,0.12367021276595745,doc_4f60f16e,B_TEXT_BART_LARGE_predictions
0.6574202496532594,0.3259361997226075,0.0864321608040201,0.26791277258566976,0.13069908814589665,doc_4f60f16e,B_TEXT_BART_predictions1
0.17614424410540916,0.13869625520110956,0.3023255813953488,0.040498442367601244,0.07142857142857142,doc_4f60f16e,B_TEXT_LED_predictions
0.6262135922330098,0.4029126213592233,0.08711433756805807,0.3582089552238806,0.14014598540145984,doc_2ffe3007,A_ONLY_BART_predictions1
0.019417475728155338,0.014563106796116505,0.08333333333333333,0.007462686567164179,0.013698630136986302,doc_2ffe3007,A_ONLY_LED_predictions
0.7184466019417476,0.4684466019417476,0.02748930971288943,0.3358208955223881,0.050818746470920384,doc_2ffe3007,A_TAG_BART_LARGE_predictions
0.7378640776699029,0.49514563106796117,0.033863165169315826,0.3656716417910448,0.06198608475648324,doc_2ffe3007,A_TAG_BART_predictions1
